what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1254461245343
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1254461247453
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1254461309515
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1254461324937
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1254461343421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461344062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461344062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461344125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461368718
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1254461371421
error,log,,,"Invalid preference page path: JavaScript",1254461379703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461379765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461459281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461478546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461480609
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.cleanAction",1254461480625
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1254461489171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461490859
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461490875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461490968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254461500515
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1254461503046
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1254461505484
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.closeAll",1254461505562
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1254461507187
