what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457768906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457868687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457876390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457879031
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1254457879046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457883968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457890812
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457892421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457903296
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1254457903859
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1254457903890
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1254457903937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457906531
activated,view,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.internal.introview",1254457907656
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457907656
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1254457927093
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1254457927156
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1254457935828
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1254457935828
opened,view,org.epic.perleditor,0.5.38,"org.epic.perleditor.views.PerlDocView",1254457947625
activated,view,org.epic.perleditor,0.5.38,"org.epic.perleditor.views.PerlDocView",1254457947640
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.views.showView",1254457947640
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457961734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457963671
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1254457963687
