what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1254457963703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254457983328
started,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1254458027203
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1254458027640
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1254458032953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254458043484
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1254458048937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254458055671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254458065078
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1254458065265
started,bundle,org.epic.debug,0.5.30,"org.epic.debug",1254458065312
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1254458065328
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1254458065343
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1254458073890
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1254458086484
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1254458086843
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1254458087093
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1254458104375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254458108515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254458109890
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1254458109968
closed,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1254458109968
activated,view,org.epic.perleditor,0.5.38,"org.epic.perleditor.views.PerlDocView",1254458125656
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1254458125656
activated,perspective,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CPerspective",1254458126718
